unit,idx,theme,ja,en,ipa,audioUrl,id
8,9,Pass out,教師がクラスの各人にテストを配りました。,The teacher passed out tests to each member of the class.,/ðə ˈtitʃɚ pæst aʊt tɛsts tə itʃ ˈmɛmbɚ əv ðə klæs/,https://www.eight-english.com/wp-content/uploads/2026/03/The-teacher-passed-out-tests-to-each-member-of-the-class.mp3,U002-09
9,10,Run across,京都での休暇中に偶然古い友人に出会いました。,I ran across an old friend while on vacation in Kyoto.,/aɪ ræn əˈkrɔs ən oʊld frɛnd waɪl ɑn veɪˈkeɪʃən ɪn ˈkjoʊtoʊ/,https://www.eight-english.com/wp-content/uploads/2026/03/I-ran-across-an-old-friend-while-on-vacation-in-Kyoto.mp3,U002-10
9,11,Run across,私たちは、たまたまうちの会計ソフトの問題を見つけました。,We have run across a problem with our accounting software.,/wi hæv rʌn əˈkrɔs ə ˈprɑbləm wɪð aʊr əˈkaʊntɪŋ ˈsɔftˌwɛr/,https://www.eight-english.com/wp-content/uploads/2026/03/We-have-run-across-a-problem-with-our-accounting-software.mp3,U002-11
9,12,Run across,この古くて美しい花瓶はどこで見つけたの？！,"Where did you run across this beautiful, old vase?!",/wɛr dɪd ju rʌn əˈkrɔs ðɪs ˈbjutəfəl oʊld veɪs/,https://www.eight-english.com/wp-content/uploads/2026/03/Where-did-you-run-across-this-beautiful-old-vase.mp3,U002-12
10,13,Look up,わからないどんな単語も辞書で調べることが重要です。,It's important to look up any words you don't know in the dictionary.,/ɪts ɪmˈpɔrtənt tə lʊk ʌp ˈɛni wɝdz ju doʊnt noʊ ɪn ðə ˈdɪkʃəˌnɛri/,https://www.eight-english.com/wp-content/uploads/2026/03/Its-important-to-look-up-any-words-you-dont-know-in-the-dictionary.mp3,U002-13
10,14,Look up,帰省したとき、中学時代の古い友人の家を訪問しました。,"When I went back to my hometown, I looked up an old friend from middle school.","/wɛn aɪ wɛnt bæk tə maɪ ˈhoʊmˌtaʊn, aɪ lʊkt ʌp ən oʊld frɛnd frəm ˈmɪdəl skul/",https://www.eight-english.com/wp-content/uploads/2026/03/When-I-went-back-to-my-hometown-I-looked-up-an-old-friend-from-middle-school.mp3,U002-14
10,15,Look up,いったん経済が回復したら、売上が上向くと期待しています。,I expect our sales to look up once the economy recovers.,/aɪ ɪkˈspɛkt aʊɚ seɪlz tə lʊk ʌp wʌns ði ɪˈkɑnəmi rɪˈkʌvɚz/,https://www.eight-english.com/wp-content/uploads/2026/03/I-expect-our-sales-to-look-up-once-the-economy-recovers.mp3,U002-15
11,16,Give back,この本を図書館に返却するつもりです。,I'm going to give these books back to the library.,/aɪm ˈɡoʊɪŋ tə ɡɪv ðiz bʊks bæk tə ðə ˈlaɪˌbrɛri/,https://www.eight-english.com/wp-content/uploads/2026/03/Im-going-to-give-these-books-back-to-the-library.-1-1.mp3,U002-16
11,17,Give back,彼の婚約者は婚約指輪を返して、結婚式を取り消しました。,His fiancé gave back the engagement ring and called off the wedding.,/hɪz fiˈɑnseɪ ɡeɪv bæk ði ɪnˈɡeɪdʒmənt rɪŋ ənd kɔld ɔf ðə ˈwɛdɪŋ/,https://www.eight-english.com/wp-content/uploads/2026/03/His-fiance-gave-back-the-engagement-ring-and-called-off-the-wedding.mp3,U002-17
11,18,Give back,億万長者のCEOは新しい高校を建設することで故郷の町に恩返ししました。,The billionaire CEO gave back to his hometown by building a new high school.,/ðə ˌbɪljəˈnɛr ˌsiːiˈoʊ ɡeɪv bæk tə hɪz ˌhoʊmˈtaʊn baɪ ˈbɪldɪŋ ə nu haɪ skul/,https://www.eight-english.com/wp-content/uploads/2026/03/The-billionaire-CEO-gave-back-to-his-hometown-by-building-a-new-high-school.-.mp3,U002-18
12,19,Take off,青いシャツを脱いで代わりにこの赤いシャツを着なさい。,Take off the blue shirt and wear this red one instead.,/teɪk ɔf ðə blu ʃɝt ənd wɛr ðɪs rɛd (wʌn) ɪnˈstɛd/,https://www.eight-english.com/wp-content/uploads/2026/03/Take-off-the-blue-shirt-and-wear-this-red-one-instead.mp3,U002-19
12,20,Take off,どうしてそんなに早く帰っちゃうの？！パーティーは始まったばかりですよ！,Why are you taking off so soon?! The party is just starting!,/waɪ ɚ ju ˈteɪkɪŋ ɔf soʊ sun ðə ˈpɑrti ɪz dʒʌst ˈstɑrtɪŋ/,https://www.eight-english.com/wp-content/uploads/2026/03/Why-are-you-taking-off-so-soon-The-party-is-just-starting.mp3,U002-20
12,21,Take off,ダーツが日本で大流行し始めていると記事で読みました。,I read in a magazine that darts is starting to take off in Japan.,/aɪ rɛd ɪn ə ˌmæɡəˈzin ðət dɑrts ɪz ˈstɑrtɪŋ tə teɪk ɔf ɪn dʒəˈpæn/,https://www.eight-english.com/wp-content/uploads/2026/03/I-read-in-a-magazine-that-darts-is-starting-to-take-off-in-Japan.mp3,U002-21
13,22,Put down,ビジネスマンはテーブルの横にブリーフケースを下ろしました。,The businessman put his briefcase down next to the table.,/ðə ˈbɪznəsmæn pʊt hɪz ˈbrifˌkeɪs daʊn nɛkst tə ðə ˈteɪbəl/,https://www.eight-english.com/wp-content/uploads/2026/03/The-businessman-put-his-briefcase-down-next-to-the-table.mp3,U002-22
13,23,Put down,分厚いメガネをかけているので、みんなはいつも彼を侮辱しています。,People are always putting him down because he wears thick glasses.,/ˈpipəl ɚ ˈɔlweɪz ˈpʊtɪŋ hɪm daʊn bɪˈkɔz hi wɛrz θɪk ˈɡlæsəz/,https://www.eight-english.com/wp-content/uploads/2026/03/People-are-always-putting-him-down-because-he-wears-thick-glasses.mp3,U002-23
13,24,Put down,反乱は政府軍によって即座に鎮圧されました。,The revolt was quickly put down by government forces.,/ðə rɪˈvoʊlt wəz ˈkwɪkli pʊt daʊn baɪ ˈɡʌvɚnmənt ˈfɔrsəz/,https://www.eight-english.com/wp-content/uploads/2026/03/The-revolt-was-quickly-put-down-by-government-forces.mp3,U002-24
14,25,Do over,洗剤を入れ忘れて、洗濯をやり直さなければなりませんでした。,"I had to do my laundry over because I forgot to add detergent.",/aɪ hæd tə du maɪ ˈlɔndri ˈoʊvər bɪˈkɔz aɪ fərˈɡɑt tə æd dɪˈtɝdʒənt/,https://www.eight-english.com/wp-content/uploads/2026/03/I-had-to-do-my-laundry-over-because-I-forgot-to-add-detergent.mp3,U003-25
14,26,Do over,もう一度やり直せるのなら、若すぎる結婚はしないでしょう。,"If I could do it over again, I wouldn't get married so young.",/ɪf aɪ kʊd du ɪt ˈoʊvər əˈɡɛn aɪ ˈwʊdənt ɡɛt ˈmærid soʊ jʌŋ/,https://www.eight-english.com/wp-content/uploads/2026/03/If-I-could-do-it-over-again-I-wouldnt-get-married-so-young.mp3,U003-26
15,27,Break down,車が故障したので仕事に2時間遅刻しました。,"I was two hours late to work because my car broke down.",/aɪ wəz tu ˈaʊərz leɪt tə wərk bɪˈkʌz maɪ kɑr broʊk daʊn/,https://www.eight-english.com/wp-content/uploads/2026/03/I-was-two-hours-late-to-work-because-my-car-broke-down.mp3,U003-27
15,28,Break down,授賞式でのスピーチの最中に、その俳優は泣き出しました。,"The actor broke down during his speech at the award ceremony.",/ði ˈæktər broʊk daʊn ˈdʊrɪŋ hɪz spiːtʃ ət ði əˈwɔrd ˌsɛrəˌmoʊni/,https://www.eight-english.com/wp-content/uploads/2026/03/The-actor-broke-down-during-his-speech-at-the-award-ceremony.mp3,U003-28
